# Suggestions (221)

| ID | Title | Kind | Priority | Status | Source Task | Date Added |
* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0013_resolve_morphology_provenance`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.cub.2018.03.001`
* **Categories**: `direction-selectivity`, `retinal-ganglion-cell`

## S-0015-01: Retrieve paywalled cable-theory PDFs via Sheffield access and verify numerical claims

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0015_literature_survey_cable_theory`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `cable-theory`, `retinal-ganglion-cells`

## S-0015-02: Extend cable-theory survey to frequency-domain and thin-dendrite transmission

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0015_literature_survey_cable_theory`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `cable-theory`, `dendritic-computation`

## S-0015-03: Register retinal-ganglion-cells and compartmental-modelling categories

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0015_literature_survey_cable_theory`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0016-01: Retrieve paywalled dendritic-computation PDFs via Sheffield access and verify numerical claims

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0016_literature_survey_dendritic_computation`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `dendritic-computation`

## S-0016-02: Extend dendritic-computation survey to cerebellar Purkinje and STDP papers

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0016_literature_survey_dendritic_computation`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `dendritic-computation`

## S-0016-04: Test whether a Larkum-style Ca2+ plateau zone can be localised in DSGC dendritic trees

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0016_literature_survey_dendritic_computation`
* **Date added**: 2026-04-20
* **Source paper**: `10.1038_18686`
* **Categories**: `dendritic-computation`, `direction-selectivity`, `voltage-gated-channels`

## S-0017-01: Retrieve paywalled patch-clamp PDFs via Sheffield access and verify numerical claims

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0017_literature_survey_patch_clamp`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `patch-clamp`, `retinal-ganglion-cell`

## S-0017-02: Extend patch-clamp survey to DSGC-specific dynamic-clamp, Ih/HCN biophysics, and AIS measurements

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0017_literature_survey_patch_clamp`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `patch-clamp`, `direction-selectivity`, `compartmental-modeling`

## S-0017-04: Register patch-clamp and compartmental-modeling categories if not already present

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0017_literature_survey_patch_clamp`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0018-01: Retrieve paywalled synaptic-integration PDFs via Sheffield access and verify numerical priors

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0018_literature_survey_synaptic_integration`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `synaptic-integration`, `retinal-ganglion-cell`

## S-0018-02: Extend synaptic-integration survey with DSGC-specific receptor-kinetic, dynamic-clamp, and connectomic SAC-DSGC papers

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0018_literature_survey_synaptic_integration`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `synaptic-integration`, `direction-selectivity`, `compartmental-modeling`

## S-0018-04: Register synaptic-integration category slugs if not already present

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0018_literature_survey_synaptic_integration`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0019-01: Retrieve paywalled voltage-gated-channel PDFs via Sheffield access and verify numerical priors

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0019_literature_survey_voltage_gated_channels`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `voltage-gated-channels`, `retinal-ganglion-cell`

## S-0019-02: Extend voltage-gated-channel survey with recent DSGC-specific Nav/Kv patch-clamp and super-resolution AIS microdomain papers

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0019_literature_survey_voltage_gated_channels`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `voltage-gated-channels`, `direction-selectivity`, `compartmental-modeling`

## S-0019-04: Register voltage-gated-channel category slugs if not already present

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0019_literature_survey_voltage_gated_channels`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0020-01: Excitation-side sensitivity sweep under gabaMOD-swap to close the 25 Hz peak-firing-rate gap

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `direction-selectivity`, `synaptic-integration`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0020-02: Reproduce Poleg-Polsky 2016 Fig 1D/H subthreshold validation targets (PSP amplitude, NMDAR slope angle)

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `direction-selectivity`, `synaptic-integration`, `patch-clamp`, `compartmental-modeling`

## S-0020-03: Intermediate-gabaMOD sensitivity sweep to map the PD-ND transition curve

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `direction-selectivity`, `synaptic-integration`, `compartmental-modeling`

## S-0020-04: Extend tuning_curve_loss with a two-point (PD/ND) scoring API to make t0012 usable under the native protocol

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0020-05: Add a per-trial spike-count floor to the two-point envelope gate to catch biologically implausible passes

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0020-06: Trial-count power analysis for the PD/ND DSI estimator (bootstrap CI vs N_trials)

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0020-07: Extend t0011 response-visualisation library with a condition-based (PD/ND) raster+PSTH plot

* **Kind**: library
* **Priority**: low
* **Status**: active
* **Source task**: `t0020_port_modeldb_189347_gabamod`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `retinal-ganglion-cell`, `compartmental-modeling`

## S-0022-01: Nav1.1 proximal-AIS knockout channel-swap on the t0022 testbed

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: `10.1016_j.neuron.2007.07.031`
* **Categories**: `voltage-gated-channels`, `patch-clamp`, `direction-selectivity`, `compartmental-modeling`

## S-0022-02: Nav1.6 distal-AIS density sweep to close the 15 Hz -> 30-40 Hz peak-rate gap

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: `10.1523_jneurosci.0130-07.2007`
* **Categories**: `voltage-gated-channels`, `direction-selectivity`, `compartmental-modeling`, `patch-clamp`

## S-0022-03: Per-dendrite E-I parameter sweep to map the DSI response surface

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: `10.1523_JNEUROSCI.5017-13.2014`
* **Categories**: `synaptic-integration`, `dendritic-computation`, `direction-selectivity`, `compartmental-modeling`

## S-0022-04: Add a Starburst Amacrine Cell feedforward layer to drive inhibition physiologically

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: `10.1038_nature00931`
* **Categories**: `direction-selectivity`, `synaptic-integration`, `retinal-ganglion-cell`, `compartmental-modeling`

## S-0022-05: Inject Poisson background rate on the t0022 driver to moderate DSI from 1.0 toward the 0.5-0.8 published band

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: `10.1016_j.neuron.2005.06.036`
* **Categories**: `synaptic-integration`, `direction-selectivity`, `compartmental-modeling`

## S-0022-06: Kv3 vs Kv1 AIS placement swap to test the Kole-Letzkus 2007 repolarisation prior

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: `10.1523_jneurosci.0130-07.2007`
* **Categories**: `voltage-gated-channels`, `patch-clamp`, `compartmental-modeling`

## S-0022-07: Harmonised cross-comparison of the three ModelDB 189347 sibling ports (t0008, t0020, t0022)

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0022-08: Add Ih (HCN) channel to dendrites and measure its effect on E-I integration window

* **Kind**: experiment
* **Priority**: low
* **Status**: active
* **Source task**: `t0022_modify_dsgc_channel_testbed`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `voltage-gated-channels`, `dendritic-computation`, `cable-theory`, `compartmental-modeling`

## S-0024-01: Port the full upstream SacNetwork with bp_locs/probs/deltas to reproduce the deRosenroll correlation-drop effect

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0024_port_de_rosenroll_2026_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: `10.1016_j.celrep.2025.116833`
* **Categories**: `direction-selectivity`, `retinal-ganglion-cell`, `synaptic-integration`

## S-0024-02: Sweep paper-text biophysics (Ra 200, eleak -65, Na 200/70/35) to test peak firing-rate shortfall

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0024_port_de_rosenroll_2026_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: `10.1016_j.celrep.2025.116833`
* **Categories**: `compartmental-modeling`, `voltage-gated-channels`

## S-0024-04: Parameterize t0011/t0012 tuning-curve plotter and scorer to support N_ANGLES != 12

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0024_port_de_rosenroll_2026_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`

## S-0024-05: Add a verify_library_asset.py verificator to close the framework-wide gap flagged during t0024 step 9

* **Kind**: library
* **Priority**: low
* **Status**: active
* **Source task**: `t0024_port_de_rosenroll_2026_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: —

## S-0024-06: Unblock t0023 Hanson 2019 port so REQ-6 cross-comparison can include 5/5 DSGC models instead of 4/5

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0024_port_de_rosenroll_2026_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: `10.7554_eLife.42392`
* **Categories**: `direction-selectivity`, `retinal-ganglion-cell`

## S-0026-01: Register dsi_at_vrest and peak_hz_at_vrest metric keys in meta/metrics/

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`

## S-0026-02: Sweep AR(2) rho x V_rest for t0024 to separate noise correlation from depolarisation effects

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `direction-selectivity`, `synaptic-integration`

## S-0026-03: Sweep bar velocity x V_rest on both DSGC ports to test velocity-V_rest interaction

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: `10.1113_jphysiol.2010.192716`
* **Categories**: `direction-selectivity`

## S-0026-04: Parallelise the t0024 sweep across CPU cores to cut wall time from 3.21 h to under 1 h

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`

## S-0026-05: Port Hanson2019 DSGC model and repeat V_rest sweep to test starburst-independent DS hypothesis

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: `10.7554_eLife.42392`
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0026-06: Add NMDA-block and TTX-sensitivity sweeps at each V_rest to isolate biophysical mechanism

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: `10.1016_j.neuron.2016.04.041`
* **Categories**: `voltage-gated-channels`, `direction-selectivity`

## S-0026-07: Extend sweep upward to V_rest in {-15, -10, -5} mV to capture the post-collapse regime in t0024

* **Kind**: experiment
* **Priority**: low
* **Status**: active
* **Source task**: `t0026_vrest_sweep_tuning_curves_dsgc`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `voltage-gated-channels`

## S-0027-02: Swap bipolar-cell sustained vs transient kinetics on t0024 to discriminate kinetic tiling from cable delay

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0027_literature_survey_morphology_ds_modeling`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `synaptic-integration`, `direction-selectivity`

## S-0027-04: Random terminal-branch ablation (25%) on t0022 to test branch independence

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0027_literature_survey_morphology_ds_modeling`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `dendritic-computation`, `retinal-ganglion-cell`, `direction-selectivity`

## S-0027-05: Single-compartment collapse of t0024 to test whether T4-style geometry-nullity extends to DSGCs

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0027_literature_survey_morphology_ds_modeling`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`, `retinal-ganglion-cell`

## S-0027-07: Sweep dendritic spine density on t0022 distal terminals as an unconventional morphology variable

* **Kind**: experiment
* **Priority**: low
* **Status**: active
* **Source task**: `t0027_literature_survey_morphology_ds_modeling`
* **Date added**: 2026-04-21
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `dendritic-computation`, `direction-selectivity`, `retinal-ganglion-cell`

## S-0029-01: Poisson-noise desaturation rerun of the distal-dendrite length sweep on t0022

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: `10.1371_journal.pcbi.1000899`
* **Categories**: `dendritic-computation`, `direction-selectivity`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0029-02: Distal Nav ablation crossed with distal-dendrite length sweep on t0022

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: `10.1038_nn.3565`
* **Categories**: `dendritic-computation`, `direction-selectivity`, `voltage-gated-channels`, `compartmental-modeling`

## S-0029-03: Extended distal-dendrite length sweep (1.0x to 4.0x, 8.0x) to reach Dan2018's critical regime

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: `10.1038_s41598-018-23998-9`
* **Categories**: `cable-theory`, `dendritic-computation`, `direction-selectivity`, `compartmental-modeling`

## S-0029-04: Null-GABA conductance sweep (3, 6, 9, 12 nS) to release the deterministic ceiling on t0022

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: `10.1371_journal.pcbi.1000899`
* **Categories**: `synaptic-integration`, `direction-selectivity`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0029-05: Dense distal-length sweep at {1.0, 1.05, 1.10, 1.15, 1.20, 1.25, 1.30} to localize the peak-Hz cliff

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: `10.1038_nn.3565`
* **Categories**: `dendritic-computation`, `direction-selectivity`, `voltage-gated-channels`, `compartmental-modeling`

## S-0029-06: Re-enable NMDA (b2gnmda nonzero) crossed with distal-dendrite length sweep on t0022

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `synaptic-integration`, `dendritic-computation`, `direction-selectivity`, `compartmental-modeling`

## S-0029-07: Promote peak-Hz and HWHM to co-primary outcomes when DSI is at ceiling (evaluation methodology)

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0029_distal_dendrite_length_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0030-02: Poisson-noise desaturation rerun of the distal-dendrite diameter sweep on t0022

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0030_distal_dendrite_diameter_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `direction-selectivity`, `dendritic-computation`, `compartmental-modeling`, `synaptic-integration`

## S-0030-03: Wider distal-diameter sweep (0.25x to 4.0x) after the schedule fix to probe extreme impedance regimes

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0030_distal_dendrite_diameter_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `direction-selectivity`, `dendritic-computation`, `cable-theory`, `compartmental-modeling`

## S-0030-04: Joint distal length x diameter 2-D sweep on t0022 to catch interactions the marginal sweeps miss

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0030_distal_dendrite_diameter_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `direction-selectivity`, `dendritic-computation`, `compartmental-modeling`, `cable-theory`

## S-0030-05: Non-uniform proximal-to-distal diameter taper sweep on t0022 to match Schachter2010 impedance gradient

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0030_distal_dendrite_diameter_sweep_dsgc`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `dendritic-computation`, `cable-theory`, `direction-selectivity`, `compartmental-modeling`

## S-0033-02: Instantiate AIS_PROXIMAL / AIS_DISTAL / THIN_AXON channel sets on t0022 as a t0033 optimiser prerequisite

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0033_plan_dsgc_morphology_channel_optimisation`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `voltage-gated-channels`, `direction-selectivity`

## S-0033-03: Multi-fidelity surrogate-NN prototype to reduce the $41.56 training burn on the recommended optimiser cell

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0033_plan_dsgc_morphology_channel_optimisation`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0033-04: Transfer-learning surrogate warm-start from t0022 and t0024 V_rest-sweep evaluations

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0033_plan_dsgc_morphology_channel_optimisation`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0033-05: 5-parameter CMA-ES vs Bayesian-optimisation spike on t0022 to validate sample-efficiency assumptions

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0033_plan_dsgc_morphology_channel_optimisation`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`, `voltage-gated-channels`

## S-0033-06: Build a reusable DSI-objective evaluation-harness library separating scoring from the optimiser loop

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0033_plan_dsgc_morphology_channel_optimisation`
* **Date added**: 2026-04-22
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0034-01: 2-D distal length x diameter sweep on t0024 to disambiguate cable-filtering vs local-spike-failure

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `cable-theory`, `compartmental-modeling`, `direction-selectivity`, `dendritic-computation`

## S-0034-02: AR(2) rho sweep at t0024 baseline morphology to isolate stochastic-release smoothing from cable biophysics

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`, `synaptic-integration`

## S-0034-03: Extended distal-length sweep on t0024 (0.25x to 4.0x, 9 points) to characterise the electrotonic-length optimum

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `cable-theory`, `compartmental-modeling`, `direction-selectivity`, `dendritic-computation`

## S-0034-04: Per-compartment distal-spike detector on t0024 length sweep to verify Schachter2010 local-spike-failure at 1.5x and 2.0x

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: `10.1371_journal.pcbi.1000899`
* **Categories**: `dendritic-computation`, `voltage-gated-channels`, `compartmental-modeling`, `direction-selectivity`

## S-0034-05: Quantitative cable-theory fit of t0034 DSI-vs-length curve against Rall 1/d^(3/2) and Tukker2004 predictions

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `cable-theory`, `compartmental-modeling`, `direction-selectivity`

## S-0034-06: Higher-statistics re-run of t0034 at 1.5x and 2.0x (30+ trials per angle) to confirm the preferred-angle jumps

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0034-07: Specify primary DSI as t0033 optimiser objective on t0024 substrate (not vector-sum) and drop monotonic-length priors

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0034_distal_dendrite_length_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0035-02: Surface-density-rescaled Nav diameter sweep on t0024 to test surface-vs-volume compensation

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0035_distal_dendrite_diameter_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `voltage-gated-channels`, `compartmental-modeling`, `dendritic-computation`, `direction-selectivity`

## S-0035-03: Extended distal-diameter sweep on t0024 (0.25x to 4.0x, 9 points) to probe non-linear extremes

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0035_distal_dendrite_diameter_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `dendritic-computation`, `direction-selectivity`, `cable-theory`

## S-0035-04: Ih (HCN) conductance ablation sweep on t0024 distal dendrites to test h-current role in distal cable behaviour

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0035_distal_dendrite_diameter_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `voltage-gated-channels`, `dendritic-computation`, `cable-theory`, `compartmental-modeling`

## S-0035-05: Zero-cost meta-analysis of primary-DSI vs vector-sum-DSI discrepancy across t0029, t0030, t0034, t0035

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0035_distal_dendrite_diameter_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0035-06: Deprioritise distal-diameter parameters in the t0033 DSI optimiser search space

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0035_distal_dendrite_diameter_sweep_t0024`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`, `dendritic-computation`

## S-0036-02: GABA-to-AMPA timing offset sweep on t0022 diameter testbed to test timing-dominates-conductance hypothesis

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0036_rerun_t0030_halved_null_gaba`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `synaptic-integration`, `direction-selectivity`, `compartmental-modeling`

## S-0036-03: Distal voltage-trace capture at null direction on t0022 to confirm sub-threshold-clamp hypothesis

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0036_rerun_t0030_halved_null_gaba`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `dendritic-computation`, `voltage-gated-channels`, `compartmental-modeling`, `direction-selectivity`

## S-0036-04: Extract the t0022 GABA-override monkey-patch into a reusable library asset for downstream tasks

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0036_rerun_t0030_halved_null_gaba`
* **Date added**: 2026-04-23
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `synaptic-integration`, `direction-selectivity`

## S-0037-03: Localise the GABA unpinning threshold with a fine sweep (5.0, 4.5, 4.0, 3.5, 3.0 nS)

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0037_null_gaba_reduction_ladder_t0022`
* **Date added**: 2026-04-24
* **Source paper**: —
* **Categories**: `direction-selectivity`, `synaptic-integration`

## S-0037-04: Diagnose and fix the low peak firing rate in t0022 (15 Hz vs 40-80 Hz Schachter2010)

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0037_null_gaba_reduction_ladder_t0022`
* **Date added**: 2026-04-24
* **Source paper**: —
* **Categories**: `synaptic-integration`, `compartmental-modeling`

## S-0037-05: Cross-testbed DSI comparison: t0022 at 4 nS GABA vs t0024 AR(2) noise

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
